"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf"
"assessor_intercept[19,9]",-1.08446,0.404196,1.86211,0.41010017213781,0.706756573284257,NA,0.00400025455642528,0.6,31215,0.0222468773917911,1.00007546375911
"assessor_intercept[20,9]",-1.06387,0.405627,1.8857,0.412107388260816,0.709114346346859,NA,0.00393497367826068,0.6,32475,0.0281143189298021,1.00018629971281
"assessor_intercept[21,9]",-1.05679,0.4027275,1.88844,0.41386094248124,0.709835770488648,NA,0.00407787607384626,0.6,30300,0.0273966236862043,1.00011410591122
"assessor_intercept[22,9]",-1.08097,0.411273,1.86902,0.417135461971762,0.709037124102473,NA,0.00415447562574656,0.6,29128,0.0246320892035457,1.00017729259519
"assessor_intercept[23,9]",-1.03297,0.4045015,1.92916,0.411928956418673,0.709747887037598,NA,0.00412110556668788,0.6,29661,0.0252235655206765,1.00008544758352
"assessor_intercept[24,9]",-1.05699,0.4037555,1.88292,0.40981822465937,0.706097052388778,NA,0.00401762628402505,0.6,30888,0.0243357531001993,1.00004232714986
"assessor_intercept[25,9]",-1.13122,0.4049325,1.84055,0.415270560543432,0.710667397642965,NA,0.00395829241228993,0.6,32234,0.0240943065170414,1.00001305794896
"assessor_intercept[26,9]",-1.68451,-0.4265905,0.811247,-0.44884516956687,0.732662469679598,NA,0.0265593872720944,3.6,761,0.678129071718112,1.00117275259438
"assessor_intercept[27,9]",-1.02699,0.4027205,1.91281,0.408740317174567,0.710759478477417,NA,0.00418221939065107,0.6,28882,0.0223946392584347,1.00024860302762
"assessor_intercept[28,9]",-1.10259,0.4067915,1.85072,0.414162498980203,0.709702618514435,NA,0.00405330457728843,0.6,30657,0.0250258513587461,1.00016579616814
"assessor_intercept[29,9]",-0.0591677,0.9162285,1.94826,0.915898892526328,0.550961244332141,NA,0.0158326615141338,2.9,1211,0.479741427099468,1.00056532023087
